id,datetime,latitude,longitude,depth_km,magnitude,location,month,year
11 December 2022 - 06:33 AM-11.1600-126.1100-3.2,11 December 2022 - 06:33 AM,11.16,126.11,1,3.2,044  km N 72° E of Guiuan (Eastern Samar),December,2022
11 December 2022 - 03:43 AM-5.9600-126.4500-2.3,11 December 2022 - 03:43 AM,5.96,126.45,126,2.3,088  km S 72° E of Don Marcelino (Davao Occidental),December,2022
11 December 2022 - 03:17 AM-5.9700-126.7900-2.1,11 December 2022 - 03:17 AM,5.97,126.79,42,2.1,109  km S 46° E of Governor Generoso (Davao Oriental),December,2022
11 December 2022 - 02:14 AM-13.6500-120.2400-2.3,11 December 2022 - 02:14 AM,13.65,120.24,12,2.3,008  km S 07° W of Looc (Occidental Mindoro),December,2022
11 December 2022 - 02:12 AM-8.9100-126.7000-2.6,11 December 2022 - 02:12 AM,8.91,126.7,22,2.6,044  km S 88° E of Cagwait (Surigao Del Sur),December,2022
11 December 2022 - 01:56 AM-8.7700-126.2400-2.3,11 December 2022 - 01:56 AM,8.77,126.24,29,2.3,003  km N 31° E of San Agustin (Surigao Del Sur),December,2022
11 December 2022 - 01:47 AM-7.4000-124.9700-2.9,11 December 2022 - 01:47 AM,7.4,124.97,9,2.9,010  km S 22° E of Damulog (Bukidnon),December,2022
11 December 2022 - 01:45 AM-8.9600-125.6900-2.1,11 December 2022 - 01:45 AM,8.96,125.69,7,2.1,015  km North of Sibagat (Agusan Del Sur),December,2022
11 December 2022 - 01:43 AM-18.7000-120.4000-3.6,11 December 2022 - 01:43 AM,18.7,120.4,7,3.6,043  km N 65° W of Bangui (Ilocos Norte),December,2022
11 December 2022 - 01:37 AM-13.6600-120.5700-1.6,11 December 2022 - 01:37 AM,13.66,120.57,97,1.6,021  km S 20° W of Calatagan (Batangas),December,2022
11 December 2022 - 01:10 AM-9.5500-122.4400-2.2,11 December 2022 - 01:10 AM,9.55,122.44,19,2.2,007  km S 29° W of Hinoba-an (Negros Occidental),December,2022
11 December 2022 - 01:03 AM-13.8000-120.5700-1.5,11 December 2022 - 01:03 AM,13.8,120.57,89,1.5,008  km S 61° W of Calatagan (Batangas),December,2022
11 December 2022 - 12:44 AM-16.4700-122.2500-2.1,11 December 2022 - 12:44 AM,16.47,122.25,11,2.1,010  km N 26° E of Dilasag (Aurora),December,2022
10 December 2022 - 10:48 PM-9.5000-122.8300-2.1,10 December 2022 - 10:48 PM,9.5,122.83,12,2.1,014  km N 18° E of City Of Bayawan (Negros Oriental),December,2022
10 December 2022 - 09:34 PM-18.1700-120.6700-1.6,10 December 2022 - 09:34 PM,18.17,120.67,1,1.6,003  km N 56° E of Sarrat (Ilocos Norte),December,2022
10 December 2022 - 09:20 PM-13.3400-121.1200-1.7,10 December 2022 - 09:20 PM,13.34,121.12,33,1.7,003  km S 48° E of Baco (Oriental Mindoro),December,2022
10 December 2022 - 07:14 PM-13.4000-120.3900-1.6,10 December 2022 - 07:14 PM,13.4,120.39,9,1.6,009  km S 80° W of Paluan (Occidental Mindoro),December,2022
10 December 2022 - 07:10 PM-18.9800-120.9900-1.9,10 December 2022 - 07:10 PM,18.98,120.99,1,1.9,027  km S 58° W of Dalupiri Island (Calayan) (Cagayan),December,2022
10 December 2022 - 05:05 PM-6.7100-125.1300-2.1,10 December 2022 - 05:05 PM,6.71,125.13,9,2.1,005  km S 28° W of Magsaysay (Davao Del Sur),December,2022
10 December 2022 - 03:56 PM-8.1000-126.8300-2.2,10 December 2022 - 03:56 PM,8.1,126.83,17,2.2,046  km N 82° E of Lingig (Surigao Del Sur),December,2022
10 December 2022 - 03:37 PM-7.0500-125.4000-2.4,10 December 2022 - 03:37 PM,7.05,125.4,7,2.4,024  km N 05° W of Santa Cruz (Davao Del Sur),December,2022
10 December 2022 - 03:13 PM-7.8000-124.7300-2.5,10 December 2022 - 03:13 PM,7.8,124.73,3,2.5,007  km N 14° W of Kalilangan (Bukidnon),December,2022
10 December 2022 - 01:45 PM-7.8000-124.7200-4.3,10 December 2022 - 01:45 PM,7.8,124.72,3,4.3,007  km N 23° W of Kalilangan (Bukidnon),December,2022
10 December 2022 - 12:22 PM-9.8600-126.7300-2.7,10 December 2022 - 12:22 PM,9.86,126.73,27,2.7,064  km N 82° E of General Luna (Surigao Del Norte),December,2022
10 December 2022 - 12:18 PM-9.7800-126.5500-3.1,10 December 2022 - 12:18 PM,9.78,126.55,20,3.1,043  km N 90° E of General Luna (Surigao Del Norte),December,2022
10 December 2022 - 12:04 PM-12.9900-124.6600-3.0,10 December 2022 - 12:04 PM,12.99,124.66,15,3.0,047  km N 43° E of Biri (Northern Samar),December,2022
10 December 2022 - 11:45 AM-2.3300-126.8100-3.9,10 December 2022 - 11:45 AM,2.33,126.81,92,3.9,374  km S 24° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),December,2022
10 December 2022 - 11:34 AM-11.4100-124.8100-2.5,10 December 2022 - 11:34 AM,11.41,124.81,10,2.5,004  km S 70° W of Babatngon (Leyte),December,2022
10 December 2022 - 08:33 AM-14.5000-122.9500-2.2,10 December 2022 - 08:33 AM,14.5,122.95,2,2.2,002  km N 06° E of Tinaga Island (Vinzons) (Camarines Norte),December,2022
10 December 2022 - 06:18 AM-13.0500-125.8200-4.0,10 December 2022 - 06:18 AM,13.05,125.82,53,4.0,088  km N 44° E of Mapanas (Northern Samar),December,2022
10 December 2022 - 05:29 AM-15.4000-120.1700-2.1,10 December 2022 - 05:29 AM,15.4,120.17,4,2.1,019  km N 52° E of Botolan (Zambales),December,2022
10 December 2022 - 05:03 AM-15.0100-120.2400-1.8,10 December 2022 - 05:03 AM,15.01,120.24,29,1.8,009  km N 27° E of Castillejos (Zambales),December,2022
10 December 2022 - 05:01 AM-6.3000-126.2500-2.0,10 December 2022 - 05:01 AM,6.3,126.25,48,2.0,044  km S 26° E of Governor Generoso (Davao Oriental),December,2022
10 December 2022 - 04:57 AM-17.7500-120.6400-1.6,10 December 2022 - 04:57 AM,17.75,120.64,1,1.6,007  km N 26° W of Danglas (Abra),December,2022
10 December 2022 - 04:01 AM-6.3600-126.1800-5.6,10 December 2022 - 04:01 AM,6.36,126.18,55,5.6,035  km S 21° E of Governor Generoso (Davao Oriental),December,2022
10 December 2022 - 03:48 AM-17.5900-120.5000-2.1,10 December 2022 - 03:48 AM,17.59,120.5,12,2.1,005  km N 20° W of San Quintin (Abra),December,2022
10 December 2022 - 02:56 AM-17.8700-120.7600-2.1,10 December 2022 - 02:56 AM,17.87,120.76,16,2.1,012  km S 65° E of Nueva Era (Ilocos Norte),December,2022
10 December 2022 - 02:01 AM-10.4600-125.9800-2.0,10 December 2022 - 02:01 AM,10.46,125.98,33,2.0,042  km S 42° E of Homonhon Island (Guiuan) (Eastern Samar),December,2022
10 December 2022 - 01:50 AM-11.6300-122.0300-1.9,10 December 2022 - 01:50 AM,11.63,122.03,73,1.9,009  km N 57° W of Sebaste (Antique),December,2022
10 December 2022 - 01:43 AM-9.3200-126.2500-1.5,10 December 2022 - 01:43 AM,9.32,126.25,26,1.5,008  km N 52° E of Cortes (Surigao Del Sur),December,2022
10 December 2022 - 01:35 AM-17.3400-120.5200-1.7,10 December 2022 - 01:35 AM,17.34,120.52,35,1.7,003  km N 86° E of Burgos (Ilocos Sur),December,2022
10 December 2022 - 12:20 AM-7.8600-122.4700-1.9,10 December 2022 - 12:20 AM,7.86,122.47,34,1.9,007  km S 46° W of Kalawit (Zamboanga Del Norte),December,2022
09 December 2022 - 11:39 PM-12.8700-124.2000-3.1,09 December 2022 - 11:39 PM,12.87,124.2,125,3.1,005  km N 78° E of Barcelona (Sorsogon),December,2022
09 December 2022 - 09:51 PM-4.8500-128.1600-4.3,09 December 2022 - 09:51 PM,4.85,128.16,8,4.3,306  km S 77° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental),December,2022
09 December 2022 - 09:19 PM-9.5900-123.4400-1.9,09 December 2022 - 09:19 PM,9.59,123.44,9,1.9,006  km S 45° W of Boljoon (Cebu),December,2022
09 December 2022 - 09:14 PM-11.9500-125.9900-2.8,09 December 2022 - 09:14 PM,11.95,125.99,28,2.8,056  km S 80° E of Dolores (Eastern Samar),December,2022
09 December 2022 - 08:59 PM-8.7300-126.2200-1.9,09 December 2022 - 08:59 PM,8.73,126.22,34,1.9,001  km S 05° E of San Agustin (Surigao Del Sur),December,2022
09 December 2022 - 08:13 PM-14.5000-123.0500-2.7,09 December 2022 - 08:13 PM,14.5,123.05,7,2.7,011  km N 75° E of Tinaga Island (Vinzons) (Camarines Norte),December,2022
09 December 2022 - 07:56 PM-13.7400-120.6000-2.0,09 December 2022 - 07:56 PM,13.74,120.6,93,2.0,010  km S 18° W of Calatagan (Batangas),December,2022
09 December 2022 - 07:35 PM-7.1300-126.9500-3.6,09 December 2022 - 07:35 PM,7.13,126.95,11,3.6,046  km S 79° E of Manay (Davao Oriental),December,2022
09 December 2022 - 06:13 PM-8.9700-126.3900-2.9,09 December 2022 - 06:13 PM,8.97,126.39,23,2.9,011  km N 58° E of Cagwait (Surigao Del Sur),December,2022
09 December 2022 - 06:05 PM-8.9500-126.4600-2.0,09 December 2022 - 06:05 PM,8.95,126.46,26,2.0,017  km N 77° E of Cagwait (Surigao Del Sur),December,2022
09 December 2022 - 04:38 PM-15.1500-119.0700-2.9,09 December 2022 - 04:38 PM,15.15,119.07,26,2.9,096  km S 71° W of Palauig (Zambales),December,2022
09 December 2022 - 04:28 PM-20.0200-121.5900-3.8,09 December 2022 - 04:28 PM,20.02,121.59,23,3.8,045  km S 40° W of Sabtang (Batanes),December,2022
09 December 2022 - 03:53 PM-13.2300-125.8000-2.9,09 December 2022 - 03:53 PM,13.23,125.8,26,2.9,102  km N 35° E of Mapanas (Northern Samar),December,2022
09 December 2022 - 02:33 PM-13.3000-125.9500-5.7,09 December 2022 - 02:33 PM,13.3,125.95,32,5.7,118  km N 40° E of Mapanas (Northern Samar),December,2022
09 December 2022 - 01:32 PM-10.0200-126.4200-3.0,09 December 2022 - 01:32 PM,10.02,126.42,13,3.0,038  km N 89° E of Burgos (Surigao Del Norte),December,2022
09 December 2022 - 01:06 PM-7.1000-123.7000-4.7,09 December 2022 - 01:06 PM,7.1,123.7,29,4.7,035  km N 84° W of Datu Blah T. Sinsuat (Maguindanao Del Norte),December,2022
09 December 2022 - 12:16 PM-15.3700-120.1600-2.3,09 December 2022 - 12:16 PM,15.37,120.16,22,2.3,017  km N 60° E of Botolan (Zambales),December,2022
09 December 2022 - 10:54 AM-12.7800-124.9300-3.7,09 December 2022 - 10:54 AM,12.78,124.93,16,3.7,024  km N 20° W of Laoang (Northern Samar),December,2022
09 December 2022 - 09:45 AM-13.6600-120.6300-1.5,09 December 2022 - 09:45 AM,13.66,120.63,91,1.5,019  km S 02° W of Calatagan (Batangas),December,2022
09 December 2022 - 09:32 AM-10.7200-125.6100-2.2,09 December 2022 - 09:32 AM,10.72,125.61,9,2.2,013  km S 78° W of Homonhon Island (Guiuan) (Eastern Samar),December,2022
09 December 2022 - 07:13 AM-6.4200-126.3600-2.1,09 December 2022 - 07:13 AM,6.42,126.36,12,2.1,041  km S 51° E of Governor Generoso (Davao Oriental),December,2022
09 December 2022 - 06:52 AM-8.3900-123.3900-2.7,09 December 2022 - 06:52 AM,8.39,123.39,9,2.7,010  km S 72° W of Mutia (Zamboanga Del Norte),December,2022
09 December 2022 - 06:49 AM-10.8900-127.0100-3.4,09 December 2022 - 06:49 AM,10.89,127.01,37,3.4,141  km N 47° E of Burgos (Surigao Del Norte),December,2022
09 December 2022 - 05:23 AM-8.4300-126.7000-2.8,09 December 2022 - 05:23 AM,8.43,126.7,9,2.8,040  km N 80° E of Hinatuan (Surigao Del Sur),December,2022
09 December 2022 - 03:56 AM-14.2700-122.8800-1.6,09 December 2022 - 03:56 AM,14.27,122.88,83,1.6,010  km S 86° E of Paracale (Camarines Norte),December,2022
09 December 2022 - 03:53 AM-15.1400-121.7300-2.1,09 December 2022 - 03:53 AM,15.14,121.73,1,2.1,024  km N 22° W of Panukulan (Quezon),December,2022
09 December 2022 - 03:31 AM-13.4400-120.3300-2.5,09 December 2022 - 03:31 AM,13.44,120.33,37,2.5,015  km N 78° W of Paluan (Occidental Mindoro),December,2022
09 December 2022 - 02:21 AM-19.5300-120.1300-2.9,09 December 2022 - 02:21 AM,19.53,120.13,13,2.9,122  km N 68° W of Dalupiri Island (Calayan) (Cagayan),December,2022
09 December 2022 - 02:13 AM-9.9600-122.7300-2.1,09 December 2022 - 02:13 AM,9.96,122.73,76,2.1,008  km S 32° W of Ilog (Negros Occidental),December,2022
09 December 2022 - 02:01 AM-17.7300-120.7600-2.4,09 December 2022 - 02:01 AM,17.73,120.76,13,2.4,006  km N 81° E of Lagayan (Abra),December,2022
09 December 2022 - 02:00 AM-9.2600-123.1900-2.5,09 December 2022 - 02:00 AM,9.26,123.19,8,2.5,006  km S 70° W of Valencia (Negros Oriental),December,2022
09 December 2022 - 01:58 AM-9.2400-123.1900-2.8,09 December 2022 - 01:58 AM,9.24,123.19,11,2.8,008  km S 53° W of Valencia (Negros Oriental),December,2022
09 December 2022 - 12:44 AM-5.7700-124.6000-3.0,09 December 2022 - 12:44 AM,5.77,124.6,18,3.0,025  km S 07° W of Kiamba (Sarangani),December,2022
09 December 2022 - 12:10 AM-15.2300-121.1200-2.1,09 December 2022 - 12:10 AM,15.23,121.12,10,2.1,016  km S 31° E of General Tinio (Nueva Ecija),December,2022
09 December 2022 - 12:04 AM-9.5200-125.2400-3.2,09 December 2022 - 12:04 AM,9.52,125.24,1,3.2,020  km S 59° W of Malimono (Surigao Del Norte),December,2022
08 December 2022 - 11:33 PM-5.8700-124.0000-2.1,08 December 2022 - 11:33 PM,5.87,124.0,33,2.1,042  km S 29° W of Palimbang (Sultan Kudarat),December,2022
08 December 2022 - 10:36 PM-13.7700-120.4300-1.7,08 December 2022 - 10:36 PM,13.77,120.43,27,1.7,020  km N 75° E of Looc (Occidental Mindoro),December,2022
08 December 2022 - 08:34 PM-17.6200-120.7700-2.3,08 December 2022 - 08:34 PM,17.62,120.77,6,2.3,004  km N 80° E of Lagangilang (Abra),December,2022
08 December 2022 - 08:08 PM-15.5700-120.0400-2.9,08 December 2022 - 08:08 PM,15.57,120.04,16,2.9,010  km N 68° E of Masinloc (Zambales),December,2022
08 December 2022 - 04:58 PM-15.2300-120.2900-2.4,08 December 2022 - 04:58 PM,15.23,120.29,18,2.4,026  km N 73° E of Cabangan (Zambales),December,2022
08 December 2022 - 04:56 PM-13.6100-120.5900-2.8,08 December 2022 - 04:56 PM,13.61,120.59,123,2.8,025  km N 32° E of Paluan (Occidental Mindoro),December,2022
08 December 2022 - 03:40 PM-10.4200-125.1800-2.0,08 December 2022 - 03:40 PM,10.42,125.18,17,2.0,004  km N 32° W of Hinunangan (Southern Leyte),December,2022
08 December 2022 - 02:54 PM-10.4900-126.0400-2.3,08 December 2022 - 02:54 PM,10.49,126.04,21,2.3,044  km S 51° E of Homonhon Island (Guiuan) (Eastern Samar),December,2022
08 December 2022 - 02:22 PM-7.8200-126.6400-2.0,08 December 2022 - 02:22 PM,7.82,126.64,29,2.0,021  km N 82° E of Cateel (Davao Oriental),December,2022
08 December 2022 - 02:06 PM-9.9800-126.2100-1.6,08 December 2022 - 02:06 PM,9.98,126.21,35,1.6,016  km S 73° E of Burgos (Surigao Del Norte),December,2022
08 December 2022 - 01:40 PM-17.7900-120.6300-1.8,08 December 2022 - 01:40 PM,17.79,120.63,32,1.8,011  km N 22° W of Danglas (Abra),December,2022
08 December 2022 - 01:38 PM-10.2700-126.1200-2.0,08 December 2022 - 01:38 PM,10.27,126.12,20,2.0,028  km N 10° E of Burgos (Surigao Del Norte),December,2022
08 December 2022 - 01:15 PM-17.7400-120.7400-2.7,08 December 2022 - 01:15 PM,17.74,120.74,24,2.7,005  km N 64° E of Lagayan (Abra),December,2022
08 December 2022 - 01:12 PM-9.9500-126.1000-3.9,08 December 2022 - 01:12 PM,9.95,126.1,18,3.9,008  km S 21° E of Burgos (Surigao Del Norte),December,2022
08 December 2022 - 01:12 PM-9.8900-126.1500-1.9,08 December 2022 - 01:12 PM,9.89,126.15,11,1.9,006  km N 65° E of Pilar (Surigao Del Norte),December,2022
08 December 2022 - 11:08 AM-14.5300-123.2100-2.4,08 December 2022 - 11:08 AM,14.53,123.21,1,2.4,029  km N 77° E of Tinaga Island (Vinzons) (Camarines Norte),December,2022
08 December 2022 - 11:04 AM-9.9300-126.3500-2.6,08 December 2022 - 11:04 AM,9.93,126.35,12,2.6,027  km N 52° E of General Luna (Surigao Del Norte),December,2022
08 December 2022 - 09:23 AM-17.7900-120.7100-2.5,08 December 2022 - 09:23 AM,17.79,120.71,7,2.5,007  km N 02° E of Lagayan (Abra),December,2022
08 December 2022 - 08:27 AM-15.3900-120.1300-2.0,08 December 2022 - 08:27 AM,15.39,120.13,13,2.0,018  km N 68° E of Iba (Zambales),December,2022
08 December 2022 - 08:03 AM-10.1700-124.9400-2.9,08 December 2022 - 08:03 AM,10.17,124.94,15,2.9,007  km N 81° W of Malitbog (Southern Leyte),December,2022
08 December 2022 - 07:50 AM-5.7500-125.2000-2.0,08 December 2022 - 07:50 AM,5.75,125.2,5,2.0,008  km S 07° W of Glan (Sarangani),December,2022
08 December 2022 - 07:11 AM-8.0200-124.6100-1.8,08 December 2022 - 07:11 AM,8.02,124.61,10,1.8,023  km S 03° E of Talakag (Bukidnon),December,2022
08 December 2022 - 07:05 AM-11.2100-124.5700-2.5,08 December 2022 - 07:05 AM,11.21,124.57,2,2.5,003  km N 14° E of Kananga (Leyte),December,2022
08 December 2022 - 06:23 AM-9.0300-126.0100-2.4,08 December 2022 - 06:23 AM,9.03,126.01,18,2.4,013  km N 07° W of San Miguel (Surigao Del Sur),December,2022
08 December 2022 - 05:55 AM-17.3500-120.3700-2.7,08 December 2022 - 05:55 AM,17.35,120.37,28,2.7,008  km N 74° W of San Esteban (Ilocos Sur),December,2022
08 December 2022 - 05:13 AM-8.7400-127.2300-3.2,08 December 2022 - 05:13 AM,8.74,127.23,21,3.2,103  km S 86° E of Marihatag (Surigao Del Sur),December,2022
08 December 2022 - 05:10 AM-14.4200-123.0100-2.0,08 December 2022 - 05:10 AM,14.42,123.01,11,2.0,009  km S 43° E of Tinaga Island (Vinzons) (Camarines Norte),December,2022
08 December 2022 - 05:00 AM-14.5200-122.8800-1.8,08 December 2022 - 05:00 AM,14.52,122.88,1,1.8,009  km N 53° W of Tinaga Island (Vinzons) (Camarines Norte),December,2022
08 December 2022 - 04:54 AM-1.9800-126.7400-4.0,08 December 2022 - 04:54 AM,1.98,126.74,2,4.0,406  km S 21° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),December,2022
08 December 2022 - 04:52 AM-6.5900-126.3900-2.4,08 December 2022 - 04:52 AM,6.59,126.39,30,2.4,036  km S 78° E of Governor Generoso (Davao Oriental),December,2022
08 December 2022 - 04:44 AM-5.5800-127.1700-2.7,08 December 2022 - 04:44 AM,5.58,127.17,97,2.7,170  km S 46° E of Governor Generoso (Davao Oriental),December,2022
08 December 2022 - 04:20 AM-11.2400-124.5900-3.2,08 December 2022 - 04:20 AM,11.24,124.59,13,3.2,007  km N 25° E of Kananga (Leyte),December,2022
08 December 2022 - 04:02 AM-13.4700-121.8500-2.1,08 December 2022 - 04:02 AM,13.47,121.85,17,2.1,001  km West of Mogpog (Marinduque),December,2022
08 December 2022 - 03:57 AM-17.6600-120.7100-2.4,08 December 2022 - 03:57 AM,17.66,120.71,12,2.4,002  km N 10° E of Dolores (Abra),December,2022
08 December 2022 - 03:51 AM-17.6700-120.6400-2.9,08 December 2022 - 03:51 AM,17.67,120.64,22,2.9,004  km S 48° W of Danglas (Abra),December,2022
08 December 2022 - 03:41 AM-9.9500-125.0100-2.1,08 December 2022 - 03:41 AM,9.95,125.01,26,2.1,008  km N 62° W of Limasawa (Southern Leyte),December,2022
08 December 2022 - 03:19 AM-13.8500-120.6200-1.7,08 December 2022 - 03:19 AM,13.85,120.62,124,1.7,002  km N 32° W of Calatagan (Batangas),December,2022
08 December 2022 - 02:05 AM-14.4500-123.0500-2.5,08 December 2022 - 02:05 AM,14.45,123.05,5,2.5,011  km S 76° E of Tinaga Island (Vinzons) (Camarines Norte),December,2022
08 December 2022 - 01:14 AM-19.1200-121.2100-2.7,08 December 2022 - 01:14 AM,19.12,121.21,13,2.7,001  km N 05° W of Dalupiri Island (Calayan) (Cagayan),December,2022
08 December 2022 - 12:35 AM-10.4800-125.8800-3.2,08 December 2022 - 12:35 AM,10.48,125.88,13,3.2,034  km S 31° E of Homonhon Island (Guiuan) (Eastern Samar),December,2022
08 December 2022 - 12:23 AM-3.9800-127.8600-3.5,08 December 2022 - 12:23 AM,3.98,127.86,112,3.5,312  km S 58° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental),December,2022
08 December 2022 - 12:16 AM-14.2800-120.3100-2.0,08 December 2022 - 12:16 AM,14.28,120.31,68,2.0,025  km S 48° W of Mariveles (Bataan),December,2022
08 December 2022 - 12:13 AM-15.4000-120.0100-1.9,08 December 2022 - 12:13 AM,15.4,120.01,33,1.9,008  km N 27° E of Iba (Zambales),December,2022
08 December 2022 - 12:09 AM-14.8100-120.1600-2.6,08 December 2022 - 12:09 AM,14.81,120.16,49,2.6,014  km S 16° W of Castillejos (Zambales),December,2022
08 December 2022 - 12:05 AM-6.4900-126.2700-3.0,08 December 2022 - 12:05 AM,6.49,126.27,30,3.0,028  km S 50° E of Governor Generoso (Davao Oriental),December,2022
07 December 2022 - 11:08 PM-8.4300-126.7700-2.2,07 December 2022 - 11:08 PM,8.43,126.77,24,2.2,048  km N 82° E of Hinatuan (Surigao Del Sur),December,2022
07 December 2022 - 10:40 PM-17.8700-120.3700-2.4,07 December 2022 - 10:40 PM,17.87,120.37,25,2.4,009  km N 86° W of Sinait (Ilocos Sur),December,2022
07 December 2022 - 08:28 PM-20.0200-121.6800-2.9,07 December 2022 - 08:28 PM,20.02,121.68,27,2.9,041  km S 30° W of Sabtang (Batanes),December,2022
07 December 2022 - 08:24 PM-17.4100-120.7100-2.1,07 December 2022 - 08:24 PM,17.41,120.71,21,2.1,003  km S 08° E of Manabo (Abra),December,2022
07 December 2022 - 07:44 PM-17.7000-120.6700-2.3,07 December 2022 - 07:44 PM,17.7,120.67,18,2.3,001  km N 48° E of Danglas (Abra),December,2022
07 December 2022 - 07:08 PM-11.8700-126.4000-3.1,07 December 2022 - 07:08 PM,11.87,126.4,34,3.1,102  km S 79° E of Dolores (Eastern Samar),December,2022
07 December 2022 - 07:04 PM-17.6400-120.5400-2.5,07 December 2022 - 07:04 PM,17.64,120.54,17,2.5,009  km N 57° W of Bangued (Abra),December,2022
07 December 2022 - 07:03 PM-9.6400-126.9700-3.0,07 December 2022 - 07:03 PM,9.64,126.97,13,3.0,090  km S 80° E of General Luna (Surigao Del Norte),December,2022
07 December 2022 - 06:38 PM-17.4800-120.0400-2.6,07 December 2022 - 06:38 PM,17.48,120.04,14,2.6,037  km S 79° W of Caoayan (Ilocos Sur),December,2022
